"","Species","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","Landings","Value","value_euro","FDFVessel","Discards","Country","ID"
"165","COD",2016,"Q4","MIS_MIS_0_0_0","10<24m","27.4.a",9.81222028916866,115156.492512026,12730.7805601895,NA,NA,"NO",165
"166","COD",2016,"Q4","MIS_MIS_0_0_0","24<40m","27.4.a",58.6778631987915,863927.983650064,95508.9664484819,NA,NA,"NO",166
"167","COD",2016,"Q4","MIS_MIS_0_0_0","24<40m","27.4.b",0.440336796956855,6532.1270511567,722.139709759475,NA,NA,"NO",167
"168","COD",2016,"Q4","OTB_CRU_>=120_0_0","24<40m","27.3.a.20",0.529864919567318,32455.7746661179,3588.05080088866,NA,NA,"NO",168
"169","COD",2016,"Q4","OTB_CRU_32-69_0_0","10<24m","27.3.a.20",0.0233929618768328,927.923753665689,102.583826815249,NA,NA,"NO",169
"170","COD",2016,"Q4","OTB_DEF_>=120_0_0","=40m","27.4.a",0.9,10883.0841481772,1203.14671874928,NA,NA,"NO",170
"171","COD",2016,"Q4","OTB_DEF_>=120_0_0","10<24m","27.4.a",0.0842458947470091,3419.81505430965,378.06739388404,NA,NA,"NO",171
"172","COD",2016,"Q4","OTB_DEF_>=120_0_0","24<40m","27.4.a",3.42687390897088,57108.7294153682,6313.48425432779,NA,NA,"NO",172
"173","COD",2016,"Q4","OTB_DEF_>=120_0_0","24<40m","27.4.b",0.889691381996234,25272.8903683935,2793.96857600664,NA,NA,"NO",173
"174","COD",2016,"Q4","OTB_DEF_16-31_0_0","=40m","27.4.a",3.55178707336283,50745.958455428,5610.06719916448,NA,NA,"NO",174
"175","COD",2016,"Q4","OTB_DEF_32-69_0_0","10<24m","27.3.a.20",0.285265040369518,5662.67831736332,626.020413341152,NA,NA,"NO",175
"176","COD",2016,"Q4","OTB_DEF_32-69_0_0","10<24m","27.4.a",0.669580163426317,14199.9626655396,1569.83427260073,NA,NA,"NO",176
"177","COD",2016,"Q4","OTB_DEF_32-69_0_0","24<40m","27.3.a.20",0.0140243902439024,385.670731707317,42.6366707317073,NA,NA,"NO",177
"178","COD",2016,"Q4","OTB_SPF_>=120_0_0","24<40m","27.4.a",0.20660011729969,2331.91570471044,257.797944987149,NA,NA,"NO",178
"179","COD",2016,"Q4","PTB_DEF_>=120_0_0","=40m","27.4.a",1.21084738965134,32597.5630449916,3603.72578974991,NA,NA,"NO",179
